topic	req_id	source	source_ref	subcategory	feature	mctash_default	mctash_posix	tests	notes
var:EPOCHREALTIME	C6.VAR.BASH.EPOCHREALTIME	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	EPOCHREALTIME	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:EPOCHSECONDS	C6.VAR.BASH.EPOCHSECONDS	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	EPOCHSECONDS	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:EUID	C6.VAR.BASH.EUID	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	EUID	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:FCEDIT	C6.VAR.BASH.FCEDIT	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	FCEDIT	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:FUNCNAME	C6.VAR.BASH.FUNCNAME	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	FUNCNAME	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:GROUPS	C6.VAR.BASH.GROUPS	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	GROUPS	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:HISTCONTROL	C6.VAR.BASH.HISTCONTROL	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	HISTCONTROL	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:HISTFILE	C6.VAR.BASH.HISTFILE	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	HISTFILE	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:HISTFILESIZE	C6.VAR.BASH.HISTFILESIZE	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	HISTFILESIZE	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:HISTIGNORE	C6.VAR.BASH.HISTIGNORE	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	HISTIGNORE	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:HISTSIZE	C6.VAR.BASH.HISTSIZE	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	HISTSIZE	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:HISTTIMEFORMAT	C6.VAR.BASH.HISTTIMEFORMAT	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	HISTTIMEFORMAT	covered	covered	bash-man-variables-surface.sh,bash-man-histtimeformat.sh	History timestamp-prefix behavior under `HISTTIMEFORMAT` is parity-covered with dedicated comparator evidence.
var:HOME	C6.VAR.CORE.HOME	bash-man	bash(1) section PARAMETERS + Shell Variables	variables.posix-core	HOME	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:HOSTFILE	C6.VAR.BASH.HOSTFILE	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	HOSTFILE	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:IFS	C6.VAR.CORE.IFS	bash-man	bash(1) section PARAMETERS + Shell Variables	variables.posix-core	IFS	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:LANG	C6.VAR.CORE.LANG	bash-man	bash(1) section PARAMETERS + Shell Variables	variables.posix-core	LANG	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:LC_ALL	C6.VAR.CORE.LC_ALL	bash-man	bash(1) section PARAMETERS + Shell Variables	variables.posix-core	LC_ALL	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:LC_CTYPE	C6.VAR.CORE.LC_CTYPE	bash-man	bash(1) section PARAMETERS + Shell Variables	variables.posix-core	LC_CTYPE	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:LC_MESSAGES	C6.VAR.CORE.LC_MESSAGES	bash-man	bash(1) section PARAMETERS + Shell Variables	variables.posix-core	LC_MESSAGES	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:LINENO	C6.VAR.CORE.LINENO	bash-man	bash(1) section PARAMETERS + Shell Variables	variables.posix-core	LINENO	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:MAIL	C6.VAR.CORE.MAIL	bash-man	bash(1) section PARAMETERS + Shell Variables	variables.posix-core	MAIL	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:MAILPATH	C6.VAR.CORE.MAILPATH	bash-man	bash(1) section PARAMETERS + Shell Variables	variables.posix-core	MAILPATH	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:OLDPWD	C6.VAR.CORE.OLDPWD	bash-man	bash(1) section PARAMETERS + Shell Variables	variables.posix-core	OLDPWD	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:OPTARG	C6.VAR.CORE.OPTARG	bash-man	bash(1) section PARAMETERS + Shell Variables	variables.posix-core	OPTARG	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:OPTIND	C6.VAR.CORE.OPTIND	bash-man	bash(1) section PARAMETERS + Shell Variables	variables.posix-core	OPTIND	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:PATH	C6.VAR.CORE.PATH	bash-man	bash(1) section PARAMETERS + Shell Variables	variables.posix-core	PATH	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:PPID	C6.VAR.BASH.PPID	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	PPID	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:PROMPT_COMMAND	C6.VAR.BASH.PROMPT_COMMAND	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	PROMPT_COMMAND	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:PS0	C6.VAR.BASH.PS0	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	PS0	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:PS1	C6.VAR.CORE.PS1	bash-man	bash(1) section PARAMETERS + Shell Variables	variables.posix-core	PS1	covered	covered	bash-man-variables-surface.sh,run_interactive_ux_matrix.sh	Surface presence plus interactive prompt render behavior evidence (PROMPTING + promptvars-on interpolation path).
var:PS2	C6.VAR.CORE.PS2	bash-man	bash(1) section PARAMETERS + Shell Variables	variables.posix-core	PS2	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:PS3	C6.VAR.BASH.PS3	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	PS3	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:PS4	C6.VAR.BASH.PS4	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	PS4	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:PWD	C6.VAR.CORE.PWD	bash-man	bash(1) section PARAMETERS + Shell Variables	variables.posix-core	PWD	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:RANDOM	C6.VAR.BASH.RANDOM	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	RANDOM	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:REPLY	C6.VAR.BASH.REPLY	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	REPLY	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:SECONDS	C6.VAR.BASH.SECONDS	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	SECONDS	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:SHELLOPTS	C6.VAR.BASH.SHELLOPTS	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	SHELLOPTS	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:SRANDOM	C6.VAR.BASH.SRANDOM	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	SRANDOM	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
var:TIMEFORMAT	C6.VAR.BASH.TIMEFORMAT	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	TIMEFORMAT	covered	covered	bash-man-timeformat.sh	`TIMEFORMAT` `%R/%U/%S/%P/%%` rendering and invalid-format diagnostics are now parity-covered in dedicated differential evidence.
var:TMOUT	C6.VAR.BASH.TMOUT	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	TMOUT	covered	covered	bash-man-variables-surface.sh,run_interactive_tmout_matrix.sh	Interactive timeout/auto-logout semantics are parity-covered by dedicated PTY matrix evidence.
var:UID	C6.VAR.BASH.UID	bash-man	bash(1) section Shell Variables + builtins	variables.bash-extension	UID	covered	covered	bash-man-variables-surface.sh	Mapped by bash-man-variables-surface.sh; comparator evidence run passes in default and --posix lanes.
